1,1,26
1,2,26
1,3,26
1,4,25
1,5,25
1,6,25
1,7,25
1,8,25
1,9,26
1,10,26
1,11,26
1,12,26
1,13,25
1,14,25
1,15,25
1,16,25
1,17,25
1,18,25
1,19,25
1,20,27
1,21,21
1,22,25
1,23,24
1,24,22
1,25,19
1,26,20
1,27,19
1,28,11
1,29,7
1,30,28
1,31,8
1,32,31
1,33,30
1,34,31
1,35,31
1,36,27
1,37,24
1,38,23
1,39,23
1,40,22
1,41,22
1,42,21
1,43,19
1,44,20
1,45,18
1,46,19
1,47,20
1,48,19
1,49,19
1,50,19
1,51,16
1,52,17
1,53,17
1,54,18
1,55,18
1,56,20
1,57,20
1,58,22
1,59,21
1,60,22
1,61,22
1,62,22
1,63,24
1,64,21
1,65,18
1,66,17
1,67,20
1,68,22
1,69,22
1,70,30
1,71,18
1,72,6
1,73,20
1,74,25
1,75,24
1,76,25
1,77,25
1,78,24
1,79,26
1,80,25
1,81,25
1,82,25
1,83,24
1,84,25
1,85,26
1,86,24
1,87,24
1,88,25
1,89,23
1,90,24
1,91,24
1,92,23
1,93,23
1,94,23
1,95,23
1,96,23
1,97,23
1,98,23
1,99,23
1,100,23
1,101,23
1,102,23
1,103,23
1,104,22
1,105,22
1,106,23
1,107,23
1,108,23
1,109,23
1,110,23
1,111,23
1,112,23
1,113,23
1,114,22
1,115,21
1,116,21
1,117,22
1,118,22
1,119,22
1,120,22
1,121,23
1,122,23
1,123,23
1,124,23
1,125,23
1,126,23
1,127,23
1,128,22
2,1,27
2,2,27
2,3,27
2,4,26
2,5,25
2,6,25
2,7,25
2,8,25
2,9,25
2,10,25
2,11,25
2,12,25
2,13,25
2,14,25
2,15,25
2,16,25
2,17,26
2,18,25
2,19,24
2,20,24
2,21,25
2,22,22
2,23,21
2,24,19
2,25,19
2,26,11
2,27,27
2,28,9
2,29,3
2,30,1
2,31,25
2,32,24
2,33,24
2,34,27
2,35,28
2,36,27
2,37,23
2,38,23
2,39,22
2,40,21
2,41,20
2,42,19
2,43,18
2,44,20
2,45,18
2,46,18
2,47,19
2,48,18
2,49,17
2,50,19
2,51,20
2,52,18
2,53,17
2,54,18
2,55,18
2,56,18
2,57,18
2,58,20
2,59,20
2,60,22
2,61,22
2,62,19
2,63,20
2,64,18
2,65,17
2,66,16
2,67,18
2,68,18
2,69,16
2,70,17
2,71,24
2,72,1
2,73,28
2,74,11
2,75,23
2,76,25
2,77,24
2,78,23
2,79,26
2,80,25
2,81,25
2,82,26
2,83,25
2,84,24
2,85,25
2,86,25
2,87,25
2,88,25
2,89,24
2,90,24
2,91,24
2,92,24
2,93,24
2,94,24
2,95,24
2,96,24
2,97,23
2,98,23
2,99,23
2,100,23
2,101,23
2,102,23
2,103,23
2,104,23
2,105,22
2,106,22
2,107,23
2,108,23
2,109,23
2,110,23
2,111,23
2,112,23
2,113,23
2,114,23
2,115,22
2,116,21
2,117,21
2,118,21
2,119,21
2,120,21
2,121,23
2,122,23
2,123,23
2,124,23
2,125,23
2,126,23
2,127,23
2,128,23
3,1,28
3,2,28
3,3,27
3,4,25
3,5,25
3,6,25
3,7,25
3,8,25
3,9,25
3,10,25
3,11,25
3,12,25
3,13,25
3,14,25
3,15,25
3,16,25
3,17,24
3,18,25
3,19,24
3,20,23
3,21,23
3,22,19
3,23,19
3,24,15
3,25,29
3,26,12
3,27,0
3,28,27
3,29,25
3,30,25
3,31,24
3,32,23
3,33,22
3,34,23
3,35,27
3,36,3
3,37,31
3,38,24
3,39,18
3,40,21
3,41,18
3,42,17
3,43,16
3,44,19
3,45,18
3,46,18
3,47,19
3,48,19
3,49,18
3,50,20
3,51,23
3,52,19
3,53,18
3,54,18
3,55,18
3,56,19
3,57,17
3,58,18
3,59,19
3,60,23
3,61,22
3,62,19
3,63,20
3,64,19
3,65,18
3,66,16
3,67,17
3,68,16
3,69,16
3,70,16
3,71,16
3,72,18
3,73,23
3,74,7
