1,1,6
1,2,32
1,3,30
1,4,1
1,5,2
1,6,32
1,7,30
1,8,30
1,9,0
1,10,0
1,11,29
1,12,28
1,13,30
1,14,28
1,15,26
1,16,29
1,17,1
1,18,30
1,19,27
1,20,28
1,21,26
1,22,23
1,23,23
1,24,25
1,25,30
1,26,1
1,27,32
1,28,28
1,29,21
1,30,18
1,31,31
1,32,16
1,33,17
1,34,9
1,35,1
1,36,27
1,37,21
1,38,7
1,39,22
1,40,24
1,41,17
1,42,12
1,43,12
1,44,15
1,45,14
1,46,13
1,47,14
1,48,14
1,49,14
1,50,16
1,51,14
1,52,6
1,53,32
1,54,30
1,55,30
1,56,32
1,57,4
1,58,9
1,59,13
1,60,10
1,61,7
1,62,3
1,63,32
1,64,22
1,65,15
1,66,14
1,67,18
1,68,26
1,69,2
1,70,8
1,71,11
1,72,3
1,73,1
1,74,29
1,75,13
1,76,10
1,77,19
1,78,22
1,79,19
1,80,24
1,81,4
1,82,10
1,83,13
1,84,12
1,85,13
1,86,12
1,87,15
1,88,13
1,89,15
1,90,14
1,91,13
1,92,11
1,93,9
1,94,6
1,95,30
1,96,25
1,97,25
1,98,31
1,99,7
1,100,13
1,101,17
1,102,15
1,103,10
1,104,25
1,105,15
1,106,3
1,107,18
1,108,16
1,109,10
1,110,5
1,111,4
1,112,5
1,113,7
1,114,32
1,115,26
1,116,27
1,117,32
1,118,3
1,119,1
1,120,31
1,121,30
1,122,32
1,123,31
1,124,27
1,125,16
1,126,6
1,127,8
1,128,18
2,1,12
2,2,7
2,3,1
2,4,5
2,5,7
2,6,3
2,7,3
2,8,4
2,9,0
2,10,30
2,11,28
2,12,29
2,13,30
2,14,29
2,15,28
2,16,29
2,17,26
2,18,23
2,19,24
2,20,24
2,21,21
2,22,20
2,23,23
2,24,29
2,25,31
2,26,1
2,27,31
2,28,26
2,29,20
2,30,17
2,31,30
2,32,16
2,33,19
2,34,7
2,35,26
2,36,20
2,37,23
2,38,11
2,39,23
2,40,21
2,41,16
2,42,14
2,43,16
2,44,17
2,45,16
2,46,16
2,47,16
2,48,13
2,49,12
2,50,14
2,51,12
2,52,5
2,53,32
2,54,30
2,55,30
2,56,32
2,57,3
2,58,5
2,59,10
2,60,10
2,61,8
2,62,3
2,63,26
2,64,17
2,65,17
2,66,14
2,67,14
2,68,26
2,69,5
2,70,5
2,71,3
2,72,1
2,73,32
2,74,27
2,75,20
2,76,23
2,77,26
2,78,25
2,79,24
2,80,30
2,81,3
2,82,3
2,83,9
2,84,12
2,85,15
2,86,14
2,87,10
2,88,12
2,89,11
2,90,8
2,91,7
2,92,6
2,93,5
2,94,31
2,95,20
2,96,13
2,97,23
2,98,29
2,99,6
2,100,16
2,101,14
2,102,5
2,103,0
2,104,22
2,105,19
2,106,30
2,107,6
2,108,7
2,109,5
2,110,1
2,111,32
2,112,1
2,113,4
2,114,29
2,115,23
2,116,29
2,117,7
2,118,8
2,119,3
2,120,1
2,121,32
2,122,26
2,123,28
2,124,1
2,125,19
2,126,3
2,127,15
2,128,30
3,1,14
3,2,13
3,3,7
3,4,10
3,5,12
3,6,7
3,7,7
3,8,5
3,9,1
3,10,29
3,11,28
3,12,31
3,13,31
3,14,30
3,15,30
3,16,29
3,17,23
3,18,19
3,19,23
3,20,21
3,21,17
3,22,17
3,23,19
3,24,25
3,25,29
3,26,29
3,27,24
3,28,20
3,29,18
3,30,19
3,31,31
3,32,14
3,33,18
3,34,6
3,35,24
3,36,21
3,37,28
3,38,15
3,39,23
3,40,20
3,41,15
3,42,17
3,43,19
3,44,19
3,45,17
3,46,18
3,47,17
3,48,14
3,49,13
3,50,13
3,51,11
3,52,4
3,53,31
3,54,29
3,55,27
3,56,29
3,57,0
3,58,3
