1,1,17
1,2,16
1,3,16
1,4,17
1,5,17
1,6,17
1,7,17
1,8,18
1,9,18
1,10,18
1,11,18
1,12,19
1,13,19
1,14,19
1,15,19
1,16,21
1,17,20
1,18,20
1,19,21
1,20,21
1,21,22
1,22,23
1,23,22
1,24,22
1,25,23
1,26,24
1,27,24
1,28,25
1,29,26
1,30,27
1,31,27
1,32,28
1,33,27
1,34,28
1,35,30
1,36,30
1,37,29
1,38,29
1,39,30
1,40,30
1,41,30
1,42,31
1,43,31
1,44,30
1,45,30
1,46,30
1,47,30
1,48,31
1,49,31
1,50,32
1,51,30
1,52,30
1,53,31
1,54,29
1,55,31
1,56,31
1,57,30
1,58,32
1,59,29
1,60,30
1,61,30
1,62,30
1,63,30
1,64,29
1,65,32
1,66,28
1,67,30
1,68,30
1,69,30
1,70,31
1,71,31
1,72,30
1,73,32
1,74,30
1,75,31
1,76,30
1,77,30
1,78,31
1,79,29
1,80,28
1,81,30
1,82,29
1,83,28
1,84,28
1,85,28
1,86,27
1,87,27
1,88,27
1,89,26
1,90,26
1,91,26
1,92,26
1,93,25
1,94,25
1,95,24
1,96,23
1,97,24
1,98,24
1,99,23
1,100,23
1,101,23
1,102,22
1,103,21
1,104,21
1,105,21
1,106,20
1,107,19
1,108,19
1,109,19
1,110,19
1,111,18
1,112,17
1,113,17
1,114,18
1,115,18
1,116,17
1,117,16
1,118,16
1,119,16
1,120,16
1,121,16
1,122,16
1,123,15
1,124,14
1,125,14
1,126,14
1,127,14
1,128,13
2,1,17
2,2,17
2,3,16
2,4,17
2,5,17
2,6,17
2,7,17
2,8,17
2,9,19
2,10,19
2,11,19
2,12,20
2,13,20
2,14,20
2,15,20
2,16,21
2,17,20
2,18,20
2,19,21
2,20,21
2,21,22
2,22,23
2,23,22
2,24,23
2,25,24
2,26,24
2,27,25
2,28,26
2,29,27
2,30,27
2,31,28
2,32,28
2,33,28
2,34,28
2,35,28
2,36,29
2,37,29
2,38,30
2,39,30
2,40,30
2,41,31
2,42,30
2,43,30
2,44,31
2,45,31
2,46,32
2,47,30
2,48,27
2,49,29
2,50,29
2,51,29
2,52,31
2,53,31
2,54,31
2,55,29
2,56,30
2,57,29
2,58,30
2,59,29
2,60,31
2,61,30
2,62,29
2,63,30
2,64,30
2,65,28
2,66,32
2,67,30
2,68,30
2,69,31
2,70,29
2,71,30
2,72,30
2,73,29
2,74,31
2,75,30
2,76,31
2,77,30
2,78,28
2,79,30
2,80,29
2,81,29
2,82,29
2,83,28
2,84,28
2,85,28
2,86,28
2,87,27
2,88,27
2,89,27
2,90,27
2,91,26
2,92,26
2,93,26
2,94,25
2,95,24
2,96,24
2,97,23
2,98,24
2,99,23
2,100,23
2,101,23
2,102,22
2,103,21
2,104,21
2,105,21
2,106,21
2,107,20
2,108,20
2,109,20
2,110,19
2,111,18
2,112,18
2,113,17
2,114,17
2,115,17
2,116,17
2,117,16
2,118,16
2,119,16
2,120,16
2,121,16
2,122,16
2,123,15
2,124,15
2,125,15
2,126,15
2,127,15
2,128,14
3,1,17
3,2,17
3,3,17
3,4,17
3,5,17
3,6,17
3,7,17
3,8,17
3,9,18
3,10,18
3,11,18
3,12,19
3,13,19
3,14,19
3,15,19
3,16,20
3,17,21
3,18,21
3,19,22
3,20,22
3,21,23
3,22,23
3,23,23
3,24,24
3,25,24
3,26,24
3,27,25
3,28,26
3,29,26
3,30,27
3,31,28
3,32,28
3,33,29
3,34,28
3,35,28
3,36,29
3,37,29
3,38,30
3,39,31
3,40,30
3,41,30
3,42,31
3,43,31
3,44,30
3,45,30
3,46,31
3,47,32
3,48,32
3,49,30
3,50,28
3,51,30
3,52,29
3,53,28
3,54,30
3,55,31
3,56,30
3,57,30
3,58,29
3,59,29
3,60,30
3,61,25
3,62,27
3,63,30
3,64,29
3,65,30
3,66,28
3,67,29
3,68,28
3,69,29
3,70,29
3,71,27
3,72,33
3,73,30
3,74,30
3,75,28
3,76,28
3,77,30
3,78,29
3,79,29
3,80,30
3,81,30
3,82,29
3,83,29
3,84,29
3,85,29
3,86,28
3,87,28
3,88,28
3,89,28
3,90,27
3,91,27
3,92,26
3,93,26
3,94,26
3,95,25
3,96,24
3,97,24
3,98,24
3,99,24
3,100,24
3,101,23
3,102,22
3,103,22
3,104,22
3,105,21
3,106,21
3,107,21
3,108,21
3,109,20
3,110,19
3,111,18
3,112,18
3,113,17
3,114,18
3,115,17
3,116,17
3,117,16
3,118,16
3,119,16
3,120,16
3,121,16
3,122,16
3,123,15
3,124,15
3,125,15
3,126,15
3,127,15
3,128,15
4,1,17
4,2,17
4,3,17
4,4,17
4,5,17
4,6,17
4,7,18
4,8,18
4,9,18
4,10,18
4,11,19
4,12,19
4,13,20
4,14,20
4,15,20
4,16,21
4,17,21
4,18,21
4,19,22
4,20,22
4,21,22
4,22,23
4,23,23
4,24,24
4,25,24
4,26,25
4,27,25
4,28,26
4,29,26
4,30,27
4,31,28
4,32,28
4,33,28
4,34,28
4,35,30
4,36,30
4,37,30
4,38,30
4,39,31
4,40,31
4,41,30
4,42,32
4,43,32
4,44,30
4,45,30
4,46,30
4,47,28
4,48,26
4,49,24
4,50,29
4,51,26
4,52,33
4,53,28
4,54,26
4,55,27
4,56,26
4,57,25
4,58,30
